Identifier,Country,Country code,Test type,Insecticide tested,Insecticide amount ,Synergist,Synergist Concentration,Intensity ,Year,1st admin level,WikiData accession,2nd admin level,3rd admin level,Site (Village or Locality),Latitude ,Longitude,Species tested,Total mosquitoes in all test replicates,Time at which mortality recorded,Calculated  average mortality adjusted for control  (%),Chemical type,Resistance status ,Resistance Intensity,Origin of tested mosquitoes,Data entry name,Data entry date,Additional notes
PMI006594,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,25,NR,92.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006595,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,25,NR,96.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006596,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006597,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006598,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006599,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006600,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006601,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,36.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006602,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,92.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006603,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006604,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006605,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,32.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006606,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,80.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006607,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006608,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Central Region,Q429685,Wakiso District,,Wakiso,0.22433,32.44845,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006609,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,25,NR,16.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006610,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,24,NR,33.3%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006611,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,37,NR,45.9%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006612,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. gambiae s.l.,15,NR,80.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006613,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006614,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006615,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006616,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006617,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,80.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006618,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,96.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006619,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006620,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006621,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,44.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006622,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,60.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006623,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,76.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006624,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Lira District,,Lira ,2.2581,32.8874,An. gambiae s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006625,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,26,NR,70.2%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006626,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,26,NR,80.8%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006627,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,26,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006628,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. gambiae s.l.,27,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006629,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,93.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006630,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006631,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006632,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006633,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,99.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006634,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,98.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006635,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006636,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006637,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,95.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006638,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,97.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006639,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,96.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006640,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,Tororo District,,Tororo,0.61646,34.1453,An. gambiae s.l.,NR,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006641,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,47,NR,95.7%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006642,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,44,NR,95.5%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006643,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,52,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006644,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,51,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006645,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,52,NR,90.4%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006646,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,51,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006647,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,55,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006648,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,54,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006649,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,17,NR,94.1%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006650,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,28,NR,96.4%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006651,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,14,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006652,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Katakwi,1.9731,34.0641,An. funestus s.l.,24,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006653,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,26,NR,80.8%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006654,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,26,NR,88.5%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006655,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,27,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006656,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,27,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006657,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,76.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006658,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,92.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006659,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006660,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006661,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,72.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006662,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,80.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006663,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006664,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Kitgum District,,Kitgum,3.26629,32.79636,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006665,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,26,NR,61.5%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006666,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,25,NR,68.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006667,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,24,NR,91.7%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006668,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,30,NR,93.3%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006669,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,25,NR,56.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006670,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,26,NR,73.1%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006671,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,29,NR,86.2%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006672,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,25,NR,92.0%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006673,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,22,NR,40.9%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006674,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,20,NR,70.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006675,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,27,NR,96.3%,Pyrethroids,Possible resistance,,NR,Amna_10082017,,
PMI006676,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Northern Region,Q2559686,Apac District,,Apac,1.98021,32.53182,An. funestus s.l.,32,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006677,Uganda,UG,CDC intensity,Alphacypermethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,60.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006678,Uganda,UG,CDC intensity,Alphacypermethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,28,NR,89.3%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006679,Uganda,UG,CDC intensity,Alphacypermethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006680,Uganda,UG,CDC intensity,Alphacypermethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,29,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006681,Uganda,UG,CDC intensity,Deltamethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,84.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006682,Uganda,UG,CDC intensity,Deltamethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,88.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006683,Uganda,UG,CDC intensity,Deltamethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006684,Uganda,UG,CDC intensity,Deltamethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,26,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006685,Uganda,UG,CDC intensity,Permethrin,1X,None,NA,1X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,25,NR,36.0%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006686,Uganda,UG,CDC intensity,Permethrin,2X,None,NA,2X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,29,NR,65.5%,Pyrethroids,Confirmed resistance,,NR,Amna_10082017,,
PMI006687,Uganda,UG,CDC intensity,Permethrin,5X,None,NA,5X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,28,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006688,Uganda,UG,CDC intensity,Permethrin,10X,None,NA,10X,2016,Eastern Region,Q2559220,,,Soroti,1.7132,33.6064,An. funestus s.l.,26,NR,100.0%,Pyrethroids,Susceptible,,NR,Amna_10082017,,
PMI006705,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Homa Bay County,Q1625834,,Homa Bay,Rachuonyo ,-0.50585,34.73359,An. funestus s.l.,NR,24 hr,24.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006706,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Kisumu County,Q1743809,,Kisumu,Nyando ,-0.18333,34.91666,An. funestus s.l.,NR,24 hr,32.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006707,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Homa Bay County,Q1625834,,Homa Bay,Rachuonyo ,-0.50585,34.73359,An. gambiae s.l.,NR,24 hr,70.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006708,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Kisumu County,Q1743809,,Kisumu,Nyando ,-0.18333,34.91666,An. gambiae s.l.,NR,24 hr,63.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006709,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Migori County,Q429955,,Migori,Awendo,-1.068555,34.468997,An. gambiae s.l.,NR,24 hr,67.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006711,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Gem,-0.28333,34.95,An. gambiae s.l.,NR,24 hr,47.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006712,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Siaya,0.053156,34.276182,An. gambiae s.l.,NR,24 hr,48.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006713,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Ugunja,0.183119,34.296698,An. gambiae s.l.,NR,24 hr,39.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006714,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Gem,-0.28333,34.95,An. gambiae s.l.,NR,24 hr,40.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006715,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Siaya,0.053156,34.276182,An. gambiae s.l.,NR,24 hr,46.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006716,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Ugunja,0.183119,34.296698,An. gambiae s.l.,NR,24 hr,43.0%,Pyrethroids,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006717,Kenya,KE,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Migori County,Q429955,,Migori,Awendo,-1.068555,34.468997,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,Amna_02262018,,
PMI006718,Kenya,KE,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Gem,-0.28333,34.95,An. gambiae s.l.,NR,24 hr,75.0%,Carbamates,Confirmed resistance,NA,NR,Amna_02262018,,
PMI006719,Kenya,KE,WHO,Bendiocarb,0.10%,None,NA,NA,2016,Siaya County,Q3482913,,Siaya,Siaya,0.053156,34.276182,An. gambiae s.l.,NR,24 hr,88.0%,Carbamates,Confirmed resistance,NA,NR,Amna_02262018,,
